                mar1  chr1               mar2 chr2 fem  mal    LOD
          AFMb307za9  5            AFM123xh12 20  0.12 0.46   3.28
          AFMb307za9  5                 UT235 20  0.10 0.50   3.45
          AFMb307za9  5                 UT970 20  0.09 0.42   3.29
          AFMb307za9  5                 UT250 20  0.05 0.44   4.36
          AFMa204ze1  5                UT1333 21  0.00 0.00   3.01
              Mfd88A  5                UT1333 21  0.00 0.00   3.01
            GATA3E10  5                UT1333 21  0.09 0.00   3.06
              Mfd317  5                UT1333 21  0.13 0.00   3.16
          AFM205wh10  5                UT1333 21  0.13 0.00   3.16
           AFM105xg1  5                UT1333 21  0.00 0.00   3.01
              Mfd234  5                UT1333 21  0.13 0.00   3.16
          AFMa217zh1  5                CRYB2A 22  0.50 0.05   3.72
          AFMa217zh1  5            AFMa239wh1 22  0.50 0.11   3.44
          AFMa217zh1  5                UT7154 22  0.50 0.06   3.44
          AFMa217zh1  5               D22S310 22  0.50 0.00   5.72
          AFMa217yh1  5                CRYB2A 22  0.50 0.00   3.01
          AFMa217yh1  5               D22S310 22  0.50 0.00   3.01
              UT1993  5            AFMb320ve9 22  0.50 0.10   3.20
           AFM122xe5  5             AFM288we5 22  0.23 0.15   3.33
           AFM022te3  5             AFM225xf6 22  0.12 0.50   3.24
           AFM022te3  5            AFMb294yd5 22  0.12 0.35   3.32
            GATA7C06  5           GATA151F04A 23  0.43 0.17   4.10
            GATA7C06  5            GATA151F04 23  0.50 0.23   3.15
           AFM277yh9  5           GATA151F04A 23  0.32 0.08   4.56
           AFM277yh9  5            GATA151F04 23  0.00 0.14   3.14
           AFM302wd5  5           GATA151F04A 23  0.50 0.18   3.58
          AFMa297wa5  5           GATA151F04A 23  0.50 0.10   4.75
          AFMa297wa5  5            GATA151F04 23  0.50 0.15   3.54
          AFMa297wa5  5            AFMa212xf9 23  0.00 0.29   3.07
          AFMa297wa5  5             AFM311vg5 23  0.00 0.29   3.07
          AFMa297wa5  5            AFMc020wb9 23  0.00 0.29   3.07
          AFMa297wa5  5            AFMc006wg5 23  0.00 0.29   3.07
          AFMa297wa5  5            AFMa285xg5 23  0.00 0.28   3.32
          AFMa297wa5  5             GATA31D10 23  0.00 0.28   3.32
          AFMa297wa5  5             GATA41B11 23  0.00 0.28   3.32
          AFMa297wa5  5             AFM270zd9 23  0.00 0.28   3.32
           AFM311wh9  5           GATA151F04A 23  0.50 0.13   4.41
           AFM311wh9  5            GATA151F04 23  0.50 0.20   3.26
           AFM270ve9  5           GATA151F04A 23  0.45 0.20   3.38
           AFM270ve9  5            GATA151F04 23  0.50 0.23   3.15
              UT5005  5            AFMa124xd9 23  0.18 0.20   3.17
              UT5005  5             AFM203wf4 23  0.17 0.23   3.02
              UT5005  5             AFM289wf5 23  0.18 0.20   3.17
              UT5005  5             AFM276xf5 23  0.17 0.23   3.02
              UT5005  5             AFM168ya3 23  0.17 0.23   3.02
              UT5005  5             AFM119xd6 23  0.17 0.23   3.02
              UT5005  5            AFMa163td5 23  0.17 0.23   3.02
              UT5005  5             AFM282za9 23  0.17 0.23   3.02
              UT5005  5             AFM151xf6 23  0.17 0.23   3.02
              UT5005  5            AFMa230vc1 23  0.17 0.23   3.02
           AFM248wd5  5           GATA151F04A 23  0.50 0.19   3.49
           AFM122xe5  5           GATA151F04A 23  0.50 0.13   3.26
          AFMa074zh9  5           GATA151F04A 23  0.37 0.08   3.67
           AFM274xa5  5           GATA151F04A 23  0.50 0.21   3.18
           AFM274xa5  5             AFM123xd4 23  0.27 0.30   3.11
           AFM274xa5  5              ATA14A02 23  0.46 0.21   3.31
           AFM274xa5  5            AFMa060za9 23  0.27 0.30   3.18
           AFM274xa5  5             GATA45H11 23  0.50 0.21   3.28
           AFM345ve5  5           GATA151F04A 23  0.40 0.20   3.56
          AFMb341zc1  5             AFM311vf5 23  0.20 0.29   3.35
          AFMb341zc1  5             AFM168ya3 23  0.30 0.29   3.04
          AFMb341zc1  5            GATA189B04 23  0.50 0.19   3.46
          AFMb341zc1  5             GATA48H04 23  0.50 0.15   3.21
          AFMb330zg5  5           GATA151F04A 23  0.39 0.21   3.24
          AFMb330zg5  5              ATA14A02 23  0.24 0.24   3.47
          AFMa245we9  5              ATA14A02 23  0.20 0.24   4.20
          AFMa245we9  5             GATA45H11 23  0.33 0.25   3.89
          AFMa245we9  5             AFM119xa5 23  0.27 0.30   3.10
          AFMa245we9  5             AFM156xh8 23  0.28 0.31   3.16
          AFMa245we9  5             GATA10C11 23  0.34 0.30   3.08
           AFM214zg9  5           GATA151F04A 23  0.40 0.17   4.20
           AFM214zg9  5            GATA151F04 23  0.50 0.22   3.23
          AFMb330yd9  5             GATA31D10 23  0.29 0.32   3.14
           AFM290vf5  5             AFM282za9 23  0.31 0.27   3.27
           AFM290vf5  5             AFM311vg5 23  0.33 0.28   3.46
           AFM290vf5  5            AFMc020wb9 23  0.29 0.28   3.16
           AFM290vf5  5            AFMc006wg5 23  0.29 0.28   3.16
           AFM290vf5  5            AFMb310yf9 23  0.31 0.28   3.22
           AFM290vf5  5            AFMa285xg5 23  0.33 0.27   3.62
           AFM290vf5  5              ATA14A02 23  0.22 0.27   3.48
           AFM290vf5  5             GATA31D10 23  0.30 0.27   3.93
           AFM290vf5  5             AFM116xg1 23  0.35 0.27   3.09
           AFM290vf5  5             AFM119xa5 23  0.34 0.23   3.77
           AFM290vf5  5            AFM191za11 23  0.32 0.28   3.16
           AFM290vf5  5                 UT583 23  0.26 0.15   3.01
           GATA52A12  5           GATA151F04A 23  0.38 0.19   3.17
           GATA52A12  5              ATA14A02 23  0.17 0.27   4.03
           GATA52A12  5             GATA31D10 23  0.30 0.33   3.16
           GATA52A12  5             GATA45H11 23  0.36 0.27   3.10
           GATA52A12  5            AFM191za11 23  0.29 0.33   3.03
            AFM-cack  5             AFM205tf2 23  0.26 0.27   3.08
            AFM-cack  5              GATA6B08 23  0.16 0.27   3.41
            AFM-cack  5             AFM112xf2 23  0.50 0.17   3.72
            AFM-cack  5                UT6128 23  0.25 0.14   3.37
            AFM-cack  5             AFM119xa5 23  0.30 0.18   4.16
            AFM-cack  5                 UT583 23  0.17 0.17   3.28
            AFM-cack  5             AFM263we1 23  0.20 0.25   3.22
            AFM-cack  5                 UT763 23  0.00 0.16   3.08
               UT717  5              GGAT3F08 23  0.43 0.11   3.04
               UT717  5             AFM311vg5 23  0.20 0.36   3.27
               UT717  5            AFMa285xg5 23  0.20 0.36   3.27
               UT717  5              ATA14A02 23  0.12 0.37   3.09
               UT717  5             GATA31D10 23  0.20 0.36   3.27
               UT717  5            GATA189B04 23  0.22 0.24   3.05
               UT717  5             GATA29G07 23  0.15 0.36   3.10
               UT717  5             AFM340ye1 23  0.14 0.36   3.04
               UT717  5            AFM191za11 23  0.20 0.36   3.27
               UT717  5            AFMb318wh5 23  0.20 0.37   3.16
               UT717  5             GATA10C11 23  0.14 0.36   4.20
               UT717  5             AFM203yd8 23  0.14 0.36   3.34
               UT717  5            GATA172D05 23  0.20 0.36   3.27
           AFM200wa5  5           GATA151F04A 23  0.24 0.13   3.39
          AFMb307yd5  5           GATA151F04A 23  0.26 0.25   3.56
          AFMb307yd5  5            GATA151F04 23  0.30 0.24   3.84
          AFMb307yd5  5              ATA14A02 23  0.17 0.33   3.12
          AFMa125wf5  5            GATA192D07 23  0.36 0.10   3.14
          AFMa125wf5  5            AFMa285xg5 23  0.35 0.13   3.20
          AFMa125wf5  5              ATA14A02 23  0.17 0.13   4.35
          AFMa125wf5  5             GATA31D10 23  0.35 0.13   3.20
          AFMa125wf5  5             GATA31F01 23  0.33 0.13   3.25
          AFMa125wf5  5             GATA29G07 23  0.32 0.13   3.67
          AFMa125wf5  5            AFMa051tc5 23  0.29 0.17   3.43
          AFMa125wf5  5            AFM191za11 23  0.28 0.17   3.30
          AFMa125wf5  5             AFM263we1 23  0.24 0.17   3.17
          AFMa125wf5  5             GATA10C11 23  0.34 0.14   3.18
          AFMa125wf5  5             AFM203yd8 23  0.31 0.17   3.21
          AFMa125wf5  5            GATA172D05 23  0.38 0.13   3.04
          AFMa125wf5  5            GATA165B12 23  0.48 0.09   3.12
          AFMa125wf5  5            AFMa046wb9 23  0.43 0.09   3.19
          AFMa055td9  5              ATA14A02 23  0.13 0.28   3.20
          AFMa055td9  5             GATA45H11 23  0.27 0.28   3.35
           GATA91E02  5           GATA151F04A 23  0.27 0.25   4.09
           GATA91E02  5            GATA151F04 23  0.24 0.27   4.18
           GATA91E02  5            AFMb290xg5 23  0.33 0.29   3.79
           GATA91E02  5            GATA192D07 23  0.33 0.30   3.20
           GATA91E02  5            AFMa073zg9 23  0.34 0.30   3.10
           GATA91E02  5              GATA6B08 23  0.27 0.29   4.64
           GATA91E02  5            AFMa137xg9 23  0.29 0.30   4.06
           GATA91E02  5            GATA124B04 23  0.32 0.30   3.90
           GATA91E02  5            AFMa067yd1 23  0.19 0.29   4.88
           GATA91E02  5             AFM309yc1 23  0.34 0.30   3.46
           GATA91E02  5            AFMa184wf1 23  0.30 0.29   4.32
           GATA91E02  5             AFM126zd2 23  0.36 0.30   3.13
           GATA91E02  5            AFMa244ya9 23  0.35 0.30   3.35
           GATA91E02  5             AFM350zf5 23  0.29 0.30   3.26
           GATA91E02  5             AFM311vf5 23  0.26 0.30   3.52
           GATA91E02  5            GATA175D03 23  0.38 0.29   3.36
           GATA91E02  5            AFMa152wc5 23  0.49 0.29   3.00
           GATA91E02  5            AFMa082wd5 23  0.42 0.29   3.18
           GATA91E02  5            AFMa045yg9 23  0.45 0.29   3.09
           GATA91E02  5            AFMa053yg1 23  0.47 0.29   3.03
           GATA91E02  5            AFMa073zd5 23  0.47 0.29   3.04
           GATA91E02  5             AFM292wb9 23  0.48 0.29   3.01
           GATA91E02  5            AFMa121xc9 23  0.42 0.29   3.17
           GATA91E02  5            GATA124E07 23  0.40 0.29   3.19
           GATA91E02  5            AFMa062xa9 23  0.45 0.29   3.04
           GATA91E02  5            AFMa151xe1 23  0.38 0.29   3.12
           GATA91E02  5            AFMa124xd9 23  0.46 0.27   3.58
           GATA91E02  5             GATA31B12 23  0.44 0.29   3.10
           GATA91E02  5             AFM289wf5 23  0.45 0.29   3.12
           GATA91E02  5            AFMc024xc5 23  0.40 0.30   3.11
           GATA91E02  5            AFMa183xc5 23  0.49 0.28   3.25
           GATA91E02  5             AFM273zc1 23  0.45 0.29   3.07
           GATA91E02  5            AFMa163wf9 23  0.43 0.29   3.03
           GATA91E02  5             GATA72E05 23  0.43 0.29   3.01
           GATA91E02  5            AFMa230vc1 23  0.31 0.29   3.86
           GATA91E02  5            AFMa074zd9 23  0.50 0.28   3.24
           GATA91E02  5            AFMb285ze1 23  0.50 0.28   3.05
           GATA91E02  5            AFMa223wd1 23  0.50 0.29   3.01
           GATA91E02  5             AFM311vg5 23  0.37 0.30   3.52
           GATA91E02  5            AFMb310yf9 23  0.38 0.30   3.27
           GATA91E02  5            AFMa285xg5 23  0.38 0.30   3.31
           GATA91E02  5            AFMa040ye1 23  0.47 0.27   3.36
           GATA91E02  5              ATA14A02 23  0.30 0.25   4.13
           GATA91E02  5             GATA31D10 23  0.36 0.30   3.41
           GATA91E02  5             AFM116xg1 23  0.40 0.29   3.22
           GATA91E02  5             GATA45H11 23  0.45 0.25   3.86
           GATA91E02  5             AFM273zd5 23  0.50 0.29   3.01
           GATA91E02  5             AFM119xa5 23  0.34 0.30   3.39
           GATA91E02  5             AFM156xh8 23  0.34 0.30   3.19
           GATA91E02  5            GATA189B04 23  0.42 0.25   3.37
           GATA91E02  5             AFM136yc7 23  0.43 0.29   3.09
           GATA91E02  5             GATA31F01 23  0.40 0.29   3.26
           GATA91E02  5             GATA29G07 23  0.38 0.30   3.10
           GATA91E02  5             AFM340ye1 23  0.36 0.30   3.24
           GATA91E02  5            AFMa051tc5 23  0.38 0.29   3.22
           GATA91E02  5            AFM191za11 23  0.35 0.30   3.35
           GATA91E02  5             AFM337tg9 23  0.39 0.30   3.08
           GATA91E02  5            AFMb318wh5 23  0.42 0.29   3.21
           GATA91E02  5             AFM263we1 23  0.31 0.30   3.75
           GATA91E02  5            AFMb083yb5 23  0.38 0.30   3.19
           GATA91E02  5             GATA10C11 23  0.41 0.29   3.18
           GATA91E02  5            GATA165B12 23  0.50 0.28   3.25
           GATA91E02  5            AFMa119xf1 23  0.38 0.29   3.24
           GATA91E02  5            AFMa046wb9 23  0.42 0.28   3.31
           GATA91E02  5            AFMc025yb9 23  0.47 0.29   3.03
           GATA91E02  5            AFMa212xf5 23  0.34 0.30   3.07
           GATA23G12  5            GATA189B04 23  0.34 0.21   3.68
           AFM284we5  5              ATA14A02 23  0.22 0.24   3.05
           GATA27A06  5            GATA151F04 23  0.15 0.27   3.16
           GATA27A06  5            AFMb290xg5 23  0.30 0.17   5.57
           GATA27A06  5            AFMa141xe5 23  0.50 0.18   4.63
           GATA27A06  5            AFMa082zh1 23  0.35 0.19   4.59
           GATA27A06  5            AFMa189ye9 23  0.50 0.18   4.63
           GATA27A06  5            AFMa047zb5 23  0.50 0.19   4.42
           GATA27A06  5            GATA192D07 23  0.38 0.17   4.72
           GATA27A06  5             AFM319te9 23  0.50 0.19   4.42
           GATA27A06  5             AFM319yg5 23  0.50 0.18   4.63
           GATA27A06  5            GATA164D10 23  0.00 0.19   4.21
           GATA27A06  5             GATA52B03 23  0.50 0.19   4.42
           GATA27A06  5             AFM205tf2 23  0.50 0.18   4.63
           GATA27A06  5            AFMa073zg9 23  0.30 0.17   5.41
           GATA27A06  5              GATA6B08 23  0.19 0.19   5.28
           GATA27A06  5             AFM212xe5 23  0.50 0.18   4.63
           GATA27A06  5            AFMa137xg9 23  0.40 0.19   4.40
           GATA27A06  5            GATA124B04 23  0.32 0.18   5.18
           GATA27A06  5            AFMa067yd1 23  0.00 0.17   5.09
           GATA27A06  5             AFM309yc1 23  0.33 0.18   4.92
           GATA27A06  5            AFMb285yg9 23  0.50 0.18   4.63
           GATA27A06  5            AFMa184wf1 23  0.30 0.17   5.63
           GATA27A06  5             AFM126zd2 23  0.35 0.19   4.59
           GATA27A06  5            AFMa244ya9 23  0.23 0.18   5.19
           GATA27A06  5             AFM350zf5 23  0.23 0.19   4.98
           GATA27A06  5             AFM311vf5 23  0.31 0.18   4.77
           GATA27A06  5            AFMa163tc1 23  0.50 0.17   4.87
           GATA27A06  5            AFMa074ze9 23  0.50 0.17   4.87
           GATA27A06  5             AFM120xa9 23  0.50 0.18   4.63
           GATA27A06  5              ATA84F02 23  0.50 0.19   4.42
           GATA27A06  5            GATA175D03 23  0.50 0.18   4.63
           GATA27A06  5             AFM164zd4 23  0.50 0.19   4.42
           GATA27A06  5             AFM207zd6 23  0.31 0.18   4.77
           GATA27A06  5            AFMa282vd1 23  0.50 0.17   5.09
           GATA27A06  5             AFM291wf5 23  0.50 0.18   4.63
           GATA27A06  5            AFM234yf12 23  0.50 0.18   4.63
           GATA27A06  5            AFMa152xf1 23  0.50 0.18   4.63
           GATA27A06  5            AFMa244zg1 23  0.50 0.18   4.63
           GATA27A06  5            AFMa176zb1 23  0.00 0.17   4.87
           GATA27A06  5            AFMa346zc1 23  0.50 0.18   4.63
           GATA27A06  5            AFMa152wc5 23  0.50 0.17   5.09
           GATA27A06  5             AFM316yf5 23  0.50 0.18   4.63
           GATA27A06  5             AFM337wd5 23  0.50 0.18   4.63
           GATA27A06  5             AFM163yh2 23  0.50 0.17   4.65
           GATA27A06  5            AFMa082wd5 23  0.50 0.17   4.87
           GATA27A06  5            AFM151xg11 23  0.50 0.18   4.63
           GATA27A06  5            AFMa045yg9 23  0.50 0.17   5.09
           GATA27A06  5            AFMb292yc5 23  0.50 0.18   4.63
           GATA27A06  5             AFM224zf2 23  0.50 0.19   4.42
           GATA27A06  5              ATA28C05 23  0.29 0.19   3.44
           GATA27A06  5             AFM135xe7 23  0.50 0.18   4.63
           GATA27A06  5            AFMa053yg1 23  0.50 0.17   5.09
           GATA27A06  5            AFMb294wf9 23  0.50 0.18   4.63
           GATA27A06  5            AFMb074zg1 23  0.50 0.18   4.63
           GATA27A06  5            AFMa189xc5 23  0.50 0.18   4.63
           GATA27A06  5            AFMa073zd5 23  0.50 0.17   5.09
           GATA27A06  5             AFM205yd2 23  0.50 0.18   4.63
           GATA27A06  5            AFMb320wg5 23  0.50 0.17   4.87
           GATA27A06  5             AFM260ye5 23  0.50 0.18   4.63
           GATA27A06  5             AFM333wf1 23  0.50 0.18   4.63
           GATA27A06  5             AFM292wb9 23  0.50 0.17   5.09
           GATA27A06  5            AFMa121xc9 23  0.49 0.17   5.09
           GATA27A06  5            AFMa295za5 23  0.50 0.18   4.63
           GATA27A06  5            AFMb277zb1 23  0.50 0.18   4.63
           GATA27A06  5            GATA124E07 23  0.50 0.18   4.63
           GATA27A06  5                184xg5 23  0.50 0.18   4.63
           GATA27A06  5             AFM112xf2 23  0.50 0.18   4.33
           GATA27A06  5             AFM217xa5 23  0.49 0.18   4.63
           GATA27A06  5             AFM072zh3 23  0.50 0.19   4.42
           GATA27A06  5             AFM234vg7 23  0.50 0.18   4.63
           GATA27A06  5            GATA186D06 23  0.46 0.18   4.66
           GATA27A06  5             AFM297yd1 23  0.46 0.18   4.66
           GATA27A06  5             AFM283wg9 23  0.50 0.18   4.63
           GATA27A06  5             AFM155ze1 23  0.50 0.19   4.42
           GATA27A06  5             AFM338xa5 23  0.50 0.17   4.87
           GATA27A06  5            AFMa183wf5 23  0.50 0.18   4.63
           GATA27A06  5             AFM240wa9 23  0.50 0.19   4.21
           GATA27A06  5            AFMa129zh1 23  0.50 0.18   4.63
           GATA27A06  5            AFMa062xa9 23  0.00 0.17   5.09
           GATA27A06  5            AFM238yc11 23  0.44 0.17   4.98
           GATA27A06  5            AFMa130yb1 23  0.48 0.18   4.34
           GATA27A06  5              ATA70F07 23  0.50 0.18   4.63
           GATA27A06  5             AFM200ye7 23  0.50 0.18   4.63
           GATA27A06  5            AFMb007yc1 23  0.50 0.19   4.42
           GATA27A06  5            AFMa151xe1 23  0.50 0.17   4.87
           GATA27A06  5            AFMa140xc9 23  0.43 0.18   4.69
           GATA27A06  5            AFMa100wd5 23  0.50 0.17   5.09
           GATA27A06  5            AFM198vb12 23  0.50 0.19   4.42
           GATA27A06  5            AFMa124xd9 23  0.50 0.15   5.59
           GATA27A06  5             AFM203wf4 23  0.50 0.18   4.63
           GATA27A06  5             AFM269yc5 23  0.50 0.18   4.63
           GATA27A06  5             GATA31B12 23  0.50 0.17   5.09
           GATA27A06  5             AFM289wf5 23  0.50 0.17   5.09
           GATA27A06  5             GATA69C12 23  0.50 0.19   3.91
           GATA27A06  5             AFM256ze5 23  0.50 0.18   4.63
           GATA27A06  5            AFMa246ze9 23  0.50 0.19   4.42
           GATA27A06  5            AFMc012zc1 23  0.50 0.18   4.63
           GATA27A06  5            AFMb291yc9 23  0.50 0.17   5.09
           GATA27A06  5            AFMc024xc5 23  0.50 0.18   4.63
           GATA27A06  5            GATA144D04 23  0.50 0.18   4.63
           GATA27A06  5            GATA160B08 23  0.50 0.18   4.63
           GATA27A06  5            AFMa183xc5 23  0.50 0.17   5.09
           GATA27A06  5             AFM276xf5 23  0.50 0.18   4.63
           GATA27A06  5             AFM168ya3 23  0.50 0.18   4.63
           GATA27A06  5             AFM119xd6 23  0.50 0.17   5.09
           GATA27A06  5             AFM273zc1 23  0.50 0.17   5.09
           GATA27A06  5            AFMa163wf9 23  0.50 0.17   5.09
           GATA27A06  5            AFMa163td5 23  0.50 0.18   4.63
           GATA27A06  5             AFM123xd4 23  0.50 0.19   4.42
           GATA27A06  5             GATA72E05 23  0.50 0.17   4.87
           GATA27A06  5             GATA64D08 23  0.49 0.18   4.63
           GATA27A06  5             AFM248wf9 23  0.50 0.17   5.09
           GATA27A06  5             AFM248te9 23  0.50 0.19   4.42
           GATA27A06  5             AFM191vc5 23  0.50 0.18   4.63
           GATA27A06  5                 UT767 23  0.50 0.19   4.00
           GATA27A06  5            AFM137xe11 23  0.50 0.18   4.63
           GATA27A06  5             AFM106xa3 23  0.50 0.18   4.63
           GATA27A06  5             AFM282za9 23  0.50 0.18   4.63
           GATA27A06  5             AFM151xf6 23  0.50 0.18   4.63
           GATA27A06  5             AFM203wa5 23  0.50 0.18   4.63
           GATA27A06  5            AFMa143xc1 23  0.50 0.17   4.87
           GATA27A06  5            AFMa212xf9 23  0.49 0.19   4.42
           GATA27A06  5            AFMb314xf1 23  0.50 0.18   4.63
           GATA27A06  5            AFMa230vc1 23  0.36 0.17   5.12
           GATA27A06  5            AFMa323xh1 23  0.50 0.18   4.63
           GATA27A06  5             AFM287zg1 23  0.50 0.18   4.63
           GATA27A06  5             AFM261zh5 23  0.50 0.19   4.42
           GATA27A06  5            AFMa074zd9 23  0.50 0.15   5.59
           GATA27A06  5            AFMa099wb9 23  0.50 0.17   4.87
           GATA27A06  5            AFMb285ze1 23  0.50 0.18   4.63
           GATA27A06  5            AFMa218yc9 23  0.49 0.18   4.63
           GATA27A06  5            AFMa223wd1 23  0.50 0.18   4.63
           GATA27A06  5             AFM205xe9 23  0.50 0.18   4.63
           GATA27A06  5             AFM078za1 23  0.50 0.18   4.63
           GATA27A06  5             AFM311vg5 23  0.42 0.18   4.73
           GATA27A06  5            AFMc020wb9 23  0.00 0.18   4.63
           GATA27A06  5            AFMc006wg5 23  0.00 0.18   4.63
           GATA27A06  5            AFMb310yf9 23  0.49 0.18   4.63
           GATA27A06  5            AFMa285xg5 23  0.49 0.18   4.63
           GATA27A06  5            AFMa040ye1 23  0.50 0.17   5.09
           GATA27A06  5             AFM303wd1 23  0.49 0.17   4.87
           GATA27A06  5              ATA14A02 23  0.00 0.18   4.63
           GATA27A06  5            AFMa060za9 23  0.49 0.17   5.09
           GATA27A06  5             GATA69D06 23  0.50 0.18   3.58
           GATA27A06  5             GATA31D10 23  0.49 0.18   4.63
           GATA27A06  5             AFM072za5 23  0.50 0.18   4.63
           GATA27A06  5            AFMb337we9 23  0.50 0.19   4.42
           GATA27A06  5             AFM116xg1 23  0.39 0.18   4.82
           GATA27A06  5             GATA45H11 23  0.50 0.18   4.63
           GATA27A06  5             AFM273zd5 23  0.50 0.17   5.09
           GATA27A06  5             AFM119xa5 23  0.40 0.19   4.55
           GATA27A06  5             AFM156xh8 23  0.49 0.19   4.42
           GATA27A06  5            AFMb357xe5 23  0.50 0.18   4.63
           GATA27A06  5             AFM056yb8 23  0.50 0.18   4.63
           GATA27A06  5            AFMa104xf5 23  0.50 0.19   4.42
           GATA27A06  5             AFM308xb9 23  0.48 0.18   4.64
           GATA27A06  5             AFM249vh5 23  0.50 0.19   4.42
           GATA27A06  5             AFM234tf8 23  0.00 0.17   5.09
           GATA27A06  5             AFM207zg5 23  0.50 0.18   4.63
           GATA27A06  5            GATA189B04 23  0.48 0.14   4.87
           GATA27A06  5             AFM288ye9 23  0.50 0.18   4.63
           GATA27A06  5             GATA41B11 23  0.42 0.18   4.73
           GATA27A06  5              ATA83F07 23  0.50 0.19   4.21
           GATA27A06  5             AFM262vg1 23  0.45 0.18   4.67
           GATA27A06  5             AFM136yc7 23  0.50 0.15   5.36
           GATA27A06  5             GATA69B12 23  0.50 0.17   4.57
           GATA27A06  5             GATA31F01 23  0.42 0.17   4.91
           GATA27A06  5             AFM270zd9 23  0.25 0.17   5.03
           GATA27A06  5             GATA29G07 23  0.41 0.18   4.59
           GATA27A06  5             AFM340ye1 23  0.37 0.18   4.70
           GATA27A06  5            AFMa246ze5 23  0.50 0.18   4.63
           GATA27A06  5            AFMa162tc1 23  0.50 0.18   4.63
           GATA27A06  5            AFMa051tc5 23  0.41 0.17   5.18
           GATA27A06  5            AFM191za11 23  0.50 0.18   4.63
           GATA27A06  5            AFMa162yc9 23  0.50 0.18   4.63
           GATA27A06  5             AFM337tg9 23  0.42 0.19   4.44
           GATA27A06  5            AFMb318wh5 23  0.41 0.17   5.18
           GATA27A06  5            AFMb355zh9 23  0.50 0.18   4.63
           GATA27A06  5              ATA31E12 23  0.43 0.18   4.72
           GATA27A06  5            AFMa099wh1 23  0.44 0.17   4.89
           GATA27A06  5             AFM276wa5 23  0.00 0.18   4.63
           GATA27A06  5             AFM263we1 23  0.34 0.17   5.45
           GATA27A06  5            AFMb083yb5 23  0.35 0.18   4.80
           GATA27A06  5            AFMa052xc1 23  0.41 0.18   4.72
           GATA27A06  5             AFM274zb5 23  0.41 0.18   4.64
           GATA27A06  5             AFM263wc1 23  0.35 0.18   4.80
           GATA27A06  5             AFM337zb1 23  0.38 0.19   4.49
           GATA27A06  5             GATA10C11 23  0.50 0.17   4.87
           GATA27A06  5             AFM203yd8 23  0.50 0.18   4.63
           GATA27A06  5             AFM328xb1 23  0.50 0.19   4.21
           GATA27A06  5            AFMa055zf1 23  0.50 0.18   4.63
           GATA27A06  5            GATA172D05 23  0.50 0.18   4.63
           GATA27A06  5             GATA46G10 23  0.50 0.18   4.63
           GATA27A06  5            AFMb319ya5 23  0.47 0.17   4.88
           GATA27A06  5             GATA48H04 23  0.35 0.11   4.12
           GATA27A06  5            AFMa086wg5 23  0.00 0.18   4.63
           GATA27A06  5            AFMc013wd5 23  0.50 0.18   4.63
           GATA27A06  5            AFMb291xa5 23  0.50 0.18   4.63
           GATA27A06  5             AFM302xc9 23  0.50 0.18   4.63
           GATA27A06  5            AFMb291ye5 23  0.42 0.18   4.65
           GATA27A06  5             AFM280vf5 23  0.49 0.18   4.63
           GATA27A06  5             AFM248we5 23  0.50 0.18   4.63
           GATA27A06  5            AFMb331yc9 23  0.50 0.18   4.63
           GATA27A06  5            GATA165B12 23  0.49 0.17   5.09
           GATA27A06  5            AFMb303xd1 23  0.50 0.19   4.42
           GATA27A06  5            AFMa053yb9 23  0.46 0.19   4.45
           GATA27A06  5              ATA59C05 23  0.50 0.18   4.63
           GATA27A06  5             AFM211za7 23  0.46 0.17   4.68
           GATA27A06  5            GATA198A10 23  0.00 0.19   4.42
           GATA27A06  5            AFMa045yc5 23  0.50 0.19   4.42
           GATA27A06  5            AFMb332zf5 23  0.31 0.18   5.12
           GATA27A06  5            AFM203ze11 23  0.40 0.17   5.17
           GATA27A06  5            AFMa119xf1 23  0.27 0.17   5.81
           GATA27A06  5            AFM150xf10 23  0.34 0.19   4.73
           GATA27A06  5            AFMb340zd9 23  0.42 0.18   4.66
           GATA27A06  5             AFM207xb8 23  0.50 0.18   4.63
           GATA27A06  5             AFM122xa1 23  0.40 0.19   4.54
           GATA27A06  5            AFMb353yd1 23  0.41 0.18   4.72
           GATA27A06  5            AFMa232xe5 23  0.26 0.17   5.98
           GATA27A06  5            AFMa342zf5 23  0.26 0.18   5.52
           GATA27A06  5            AFMa288xd5 23  0.49 0.18   4.63
           GATA27A06  5             AFM269ya5 23  0.00 0.19   4.42
           GATA27A06  5             AFM205wd2 23  0.35 0.19   4.59
           GATA27A06  5            AFM210vd10 23  0.32 0.18   5.22
           GATA27A06  5             AFM273zc5 23  0.49 0.18   4.63
           GATA27A06  5            AFMb355xc9 23  0.23 0.18   5.19
           GATA27A06  5            AFMa046wb9 23  0.27 0.17   5.81
           GATA27A06  5             AFM276vf9 23  0.49 0.18   4.63
           GATA27A06  5             AFM196xa1 23  0.42 0.18   4.66
           GATA27A06  5             AFM105xc5 23  0.26 0.18   5.52
           GATA27A06  5            AFMa123yb5 23  0.42 0.18   4.66
           GATA27A06  5             AFM144yd2 23  0.00 0.19   4.42
           GATA27A06  5             GATA31E08 23  0.41 0.19   4.51
           GATA27A06  5             AFM265va5 23  0.46 0.18   4.67
           GATA27A06  5             AFM317ye9 23  0.29 0.18   5.54
           GATA27A06  5            AFMa074tf9 23  0.49 0.18   4.63
           GATA27A06  5            AFMc025yb9 23  0.39 0.17   5.31
