                mar1  chr1               mar2 chr2 fem  mal    LOD
              UT7815  8            AFMb083yb5 23  0.00 0.36   3.25
              UT7815  8             GATA10C11 23  0.00 0.36   3.25
              UT7815  8             AFM203yd8 23  0.00 0.36   3.25
              UT7815  8             AFM328xb1 23  0.00 0.39   3.06
              UT7815  8            GATA172D05 23  0.00 0.36   3.25
              UT7815  8             GATA46G10 23  0.00 0.36   3.25
          AFMa184zg5  8             AFM207xb8 23  0.17 0.42   3.06
              UT6744  8             GATA29G07 23  0.00 0.38   3.45
              UT6744  8             AFM340ye1 23  0.00 0.38   3.45
              UT6744  8            AFMa051tc5 23  0.00 0.39   3.36
              UT6744  8            AFM191za11 23  0.00 0.38   3.45
              UT6744  8             AFM337tg9 23  0.00 0.38   3.45
              UT6744  8            AFMb318wh5 23  0.00 0.39   3.36
              UT6744  8            AFMb355zh9 23  0.00 0.38   3.45
              UT6744  8             AFM276wa5 23  0.00 0.35   3.28
              UT6744  8             AFM263we1 23  0.00 0.37   3.41
              UT6744  8            AFMb083yb5 23  0.00 0.38   3.45
              UT6744  8             GATA10C11 23  0.00 0.38   3.45
              UT6744  8             AFM203yd8 23  0.00 0.38   3.45
              UT6744  8             AFM328xb1 23  0.00 0.40   3.27
              UT6744  8            GATA172D05 23  0.00 0.38   3.45
              UT6744  8             GATA46G10 23  0.00 0.38   3.45
          AFMa059wa9  8             AFM207zd6 23  0.14 0.22   3.67
          AFMa059wa9  8            AFMa140xc9 23  0.27 0.21   3.17
          AFMa059wa9  8            AFMb285ze1 23  0.50 0.09   3.41
          AFMa059wa9  8            AFMa040ye1 23  0.50 0.09   3.41
          AFMa059wa9  8             AFM270zd9 23  0.18 0.22   3.36
          AFMa059wa9  8            AFM191za11 23  0.32 0.23   3.10
          AFMa059wa9  8             AFM337tg9 23  0.30 0.23   3.52
          AFMa059wa9  8            AFMb355zh9 23  0.28 0.22   3.26
          AFMa059wa9  8             AFM276wa5 23  0.10 0.26   3.80
          AFMa059wa9  8            AFMb291xa5 23  0.25 0.23   3.47
          AFMa059wa9  8             AFM205wd2 23  0.28 0.23   3.09
               UT721  8              GGAT3F08 23  0.50 0.00   3.01
           AFM242xh6  9             AFM079za9 10  0.50 0.13   3.31
           AFM362td1  9             AFM214yc9 10  0.50 0.14   3.14
           AFM362td1  9             AFM268zh1 10  0.50 0.15   3.54
          AFMa123xg1  9            AFMb338wa5 10  0.50 0.25   3.11
          AFMa123xg1  9             AFM214yc9 10  0.50 0.22   3.09
          AFMa123xg1  9             AFM268zh1 10  0.50 0.24   3.19
          GATA165A11  9            AFMa102we5 10  0.47 0.00   3.05
          AFMa050yh1  9            AFMa102we5 10  0.46 0.00   3.08
          AFMa050yh1  9             AFM234wh6 10  0.48 0.00   3.03
           AFM087yd3  9            AFMb356zb1 10  0.50 0.00   3.01
              Mfd271  9             AFM294xd9 10  0.35 0.00   3.14
              Mfd271  9            AFMa162zh9 10  0.36 0.00   3.01
              Mfd271  9             AFM323yb5 10  0.24 0.00   3.42
              Mfd271  9             AFM220xe5 10  0.15 0.00   3.90
           AFM136xc5  9            AFMc026wd9 10  0.21 0.17   3.61
          AFMa345xb1  9            AFMb299we5 10  0.48 0.00   3.02
               UT792  9            AFMa056wh1 10  0.00 0.50   3.01
          AFMa223yc9  9            AFMb299we5 10  0.00 0.00   3.01
          AFMa142yd1  9            AFMa102we5 10  0.41 0.00   3.41
           AFM280th5  9            AFMb299we5 10  0.48 0.00   3.02
          AFMb286xb5  9            AFMb356zb1 10  0.48 0.00   3.02
           GATA28C02  9            AFMa102we5 10  0.50 0.00   3.01
           GATA28C02  9            AFMb299we5 10  0.50 0.00   3.01
           GATA28C02  9            AFMa142zd5 10  0.43 0.00   3.07
           AFM331yh5  9            AFMb042zb1 10  0.29 0.17   3.22
           AFM331yh5  9            AFMb299we5 10  0.50 0.00   3.01
          AFMc007xg9  9                UT7760 10  0.00 0.20   3.25
          AFMc007xg9  9            AFMb338wa5 10  0.00 0.25   3.24
          AFMc007xg9  9             AFM294zd9 10  0.05 0.20   4.79
          AFMc007xg9  9            AFM058xa11 10  0.17 0.20   3.08
          AFMc007xg9  9            AFM205tg11 10  0.35 0.00   3.11
          AFMc007xg9  9            AFMa203wg5 10  0.32 0.00   3.28
          AFMc007xg9  9             AFM234wh6 10  0.26 0.00   3.37
          AFMc007xg9  9            AFMa129xh9 10  0.37 0.00   3.17
               ASSP3  9                UT5199 10  0.00 0.27   3.15
               ASSP3  9            AFMa051xg9 10  0.00 0.25   3.02
               ASSP3  9            AFMb338wa5 10  0.00 0.29   3.05
               ASSP3  9             ATA111B06 10  0.00 0.25   3.32
           AFM144ye9  9            AFMa142zd5 10  0.45 0.13   3.08
           AFM144ye9  9             AFM063xc5 10  0.43 0.20   3.32
           AFM015ya5  9            AFMa153wd5 10  0.44 0.26   3.01
           GATA22H04  9            AFMc026wd9 10  0.50 0.11   3.99
          AFMa210ze5  9            AFMc026wd9 10  0.46 0.15   3.57
          AFMb338xd5  9            AFMb077yf9 10  0.50 0.00   3.01
          AFMb338xd5  9              ATA31G11 10  0.48 0.00   3.01
          AFM073yb11  9            AFMc012xg9 10  0.10 0.37   4.13
          AFM073yb11  9             AFM211we7 10  0.11 0.50   3.44
           AFM339xd9  9            AFMc025yc5 11  0.21 0.50   3.06
          AFMa337yh9  9            AFMb291wg5 11  0.25 0.38   3.27
          AFMa337yh9  9            AFMb314wh1 11  0.23 0.39   3.05
          AFMa337yh9  9            AFMb295yd1 11  0.25 0.35   3.40
          AFMa337yh9  9             AFM198yf8 11  0.21 0.38   3.74
          AFMa337yh9  9            AFMa041ze5 11  0.21 0.36   4.14
          AFMa337yh9  9                 UT832 11  0.00 0.00   3.01
          AFMa337yh9  9            AFM105xb10 11  0.19 0.43   3.44
           AFM336ya9  9            AFMa041ze5 11  0.21 0.49   3.79
           AFM336ya9  9                 UT832 11  0.00 0.00   3.01
           AFM186xc3  9                 UT832 11  0.00 0.00   3.01
          GATA165A11  9            AFM165yf10 11  0.18 0.50   3.58
              Mfd271  9             AFM283wg1 11  0.16 0.50   3.31
           AFM303ta9  9               ATC3C12 11  0.48 0.14   3.08
               UT764  9             AFM259zc9 12  0.00 0.00   3.31
               UT764  9             AFM184yf2 12  0.00 0.40   3.40
               UT873  9             AFM259zc9 12  0.00 0.00   3.31
               UT873  9             AFM184yf2 12  0.00 0.45   3.35
               D9S19  9             AFM154xd4 12  0.24 0.24   3.02
          AFMb316yf1  9             GATA24A01 12  0.50 0.13   3.01
              Mfd141  9            AFMa111xh9 13  0.50 0.06   3.16
           AFM362td1  9            AFMa111xh9 13  0.50 0.06   3.19
              UT2103  9            AFMc009wf1 13  0.10 0.41   3.02
          AFMc010yh5  9             GATA53A06 13  0.23 0.06   3.46
           AFM186xc3  9             AFM260xb1 14  0.25 0.32   3.04
          AFMb347yh9  9            AFMa336yc5 14  0.22 0.50   3.09
              Mfd110  9            AFMb314zb5 14  0.08 0.24   3.06
              Mfd110  9             GGAA10C09 14  0.26 0.20   3.07
          AFMa283xc9  9            AFM224zf12 14  0.14 0.44   3.54
          AFMb321yf9  9                UT6398 14  0.45 0.00   3.03
          AFMb321yf9  9                UT5122 14  0.43 0.00   3.10
                 HXB  9             AFM150xa7 14  0.50 0.00   3.01
                 HXB  9                 Mfd86 14  0.45 0.00   3.03
                 HXB  9            AFMb340vf1 14  0.50 0.00   3.01
                 HXB  9            AFMb314zb5 14  0.50 0.00   3.01
           AFM028ye5  9            AFMb329ze5 14  0.42 0.10   3.29
          AFMa139xb9  9                 Mfd86 14  0.27 0.10   3.04
          AFMa139xb9  9            AFMb329ze5 14  0.48 0.10   3.15
               UT914  9            AFMb314zb5 14  0.50 0.00   3.01
          AFMc016xh9  9            AFMb327xd9 14  0.18 0.50   3.88
          AFMc016xh9  9             AFM224yb8 14  0.20 0.39   3.17
          AFMc016xh9  9             AFM324tb1 14  0.21 0.50   3.06
          AFMc016xh9  9             AFM337xg5 14  0.26 0.50   3.04
           AFM249yh9  9            AFMb327xd9 14  0.25 0.50   3.06
          AFMa302ze1  9             AFM158ye1 15  0.50 0.06   3.16
          AFMb325zh9  9            GATA161C02 15  0.18 0.45   3.18
              Mfd271  9               GTAT1B2 15  0.26 0.11   3.35
              Mfd271  9             AFM360te5 15  0.30 0.00   3.17
              Mfd271  9            AFMa203yb1 15  0.29 0.13   3.40
              Mfd14A  9                D15S37 15  0.05 0.21   3.64
          AFMb286xb5  9            AFMb298wh9 15  0.31 0.30   3.28
           AFM331yh5  9            AFMb298wh9 15  0.30 0.32   3.34
           AFM331yh5  9            AFMa153wf1 15  0.25 0.50   3.13
           AFM331yh5  9             AFM261xb9 15  0.15 0.42   3.62
           AFM304td9  9              GAAA1C11 15  0.20 0.33   3.05
          AFMa136xa5  9            AFMc029xc1 15  0.37 0.27   3.07
            GGAT3G09  9            AFMb351yh1 15  0.00 0.50   3.01
           GATA23H11  9            AFMc029xc1 15  0.35 0.25   3.11
           GATA23H11  9            AFMa345xh9 15  0.35 0.25   3.40
           GATA23H11  9             AFM150xf4 15  0.28 0.24   3.40
           GATA23H11  9            AFMb034yg5 15  0.43 0.21   3.72
           GATA23H11  9            AFMb316zb1 15  0.47 0.20   3.22
           AFM207xa1  9            AFMc029xc1 15  0.36 0.17   3.34
          AFMa239xc5  9            AFMa043th9 15  0.09 0.47   3.46
          AFMa239xc5  9            AFMa345xh9 15  0.13 0.37   3.03
          AFMa205zf1  9            AFMb057wd1 15  0.16 0.50   3.41
            ATA25F10  9            AFMb057wd1 15  0.17 0.46   3.21
           GGAA22E10  9             AFM225xd2 16  0.25 0.27   3.01
          AFMa273xa5  9              16PTEL03 16  0.45 0.09   3.43
          AFMa244wd9  9            AFMa143zd1 16  0.11 0.34   3.09
              UT1531  9             AFM292xh5 16  0.10 0.00   3.10
          AFMb363xa9  9            AFMa130yh5 16  0.23 0.32   3.08
          AFMb363xa9  9            AFMa183xd1 16  0.27 0.26   3.09
          AFMb363xa9  9             AFM340ye5 16  0.25 0.36   3.44
          AFM199xf10  9             AFM240yh6 16  0.11 0.34   3.23
           GATA27B07  9            AFMa240ye1 16  0.19 0.44   3.05
           AFM042xh4  9             AFM212zc5 16  0.21 0.50   3.36
          AFM164ya11  9             AFM212zc5 16  0.19 0.49   3.76
          AFM164ya11  9            AFMb048zd1 16  0.13 0.50   3.06
          AFMc016xh9  9               GGAT1A8 16  0.28 0.31   3.10
          AFMa191yb5  9               GGAT1A8 16  0.29 0.30   3.58
          AFMa191yb5  9            AFMb354wc9 16  0.33 0.34   3.01
             9QTEL33  9             AFM137xf8 16  0.00 0.27   3.06
           AFM339xd9  9            GATA185H04 17  0.31 0.27   3.16
          AFMb325zh9  9            GATA185H04 17  0.30 0.28   3.62
          AFM123xd10  9               D17S118 17  0.28 0.06   3.10
          AFMb073xc1  9            GATA185B11 17  0.27 0.37   3.06
           GATA89A11  9            GATA185B11 17  0.25 0.43   3.11
          AFMa121xd5  9            AFMa216xe5 17  0.23 0.31   3.20
           AFM304td9  9            AFMa216xe5 17  0.15 0.28   3.14
           AFM200vd6  9              GATA8C04 17  0.28 0.19   3.14
           AFM200vd6  9            AFMb336zg9 17  0.30 0.28   3.19
          AFM225xf10  9              GATA8C04 17  0.28 0.27   3.11
             Mfd135A  9                 UT266 17  0.13 0.00   3.51
           AFM291xc5  9                 UT266 17  0.30 0.15   3.06
              MFD220  9            AFMa134xh5 17  0.19 0.10   3.48
              MFD220  9              GATA8C04 17  0.18 0.00   3.76
           GGAA22E01  9                 UT266 17  0.30 0.15   3.06
           GGAA22E01  9                   UT9 17  0.26 0.26   3.06
          AFMa136xa5  9                 UT266 17  0.30 0.15   3.06
          AFMb046yd5  9                 UT266 17  0.26 0.11   3.91
               Mfd94  9                 UT266 17  0.41 0.00   4.33
          AFMb333yb9  9             AFM292vh9 17  0.08 0.27   3.75
          AFMa061xd9  9            AFMb035xc5 17  0.16 0.29   3.28
          AFMa061xd9  9            AFMa290we1 17  0.00 0.30   4.00
          AFMa061xd9  9             AFM277vg9 17  0.21 0.23   3.27
          AFMa061xd9  9            AFMa275zh9 17  0.00 0.32   3.54
          AFMa061xd9  9            AFMa102ze9 17  0.09 0.33   3.18
          AFMa061xd9  9             AFM292vh9 17  0.25 0.23   3.35
          AFMa061xd9  9             GATA31B11 17  0.15 0.22   3.64
          AFMa061xd9  9            AFMa346xg5 17  0.35 0.21   3.24
          AFMa061xd9  9            AFMa247zg9 17  0.28 0.24   3.15
          AFMb032yb9  9            GATA193B03 17  0.22 0.26   3.15
           AFM077xa9  9            AFM207xa11 17  0.37 0.26   3.17
           AFM077xa9  9            AFMb307zg5 17  0.35 0.26   3.24
           AFM077xa9  9                 UT225 17  0.31 0.23   3.54
           AFM077xa9  9             AFM263wh5 17  0.37 0.23   3.37
           AFM077xa9  9             AFM177xh6 17  0.36 0.27   3.58
           AFM077xa9  9             AFM070xg5 17  0.35 0.29   3.24
           AFM077xa9  9             AFM316vg1 17  0.34 0.25   3.01
          AFMc010yh5  9                 UT266 17  0.27 0.00   3.22
          AFMb303zg9  9            AFMa282yd9 17  0.25 0.41   3.03
          AFMa123xg1  9             AFM238yd8 18  0.13 0.47   3.04
               UT801  9             AFM234zb6 18  0.00 0.50   3.01
               UT801  9            AFMc006xf1 18  0.00 0.50   3.31
               UT801  9            AFMb340yd9 18  0.00 0.50   3.31
               UT801  9            AFMb355yg1 18  0.00 0.50   3.01
               UT801  9            AFMb043wg1 18  0.00 0.50   3.01
               UT801  9             AFM276za9 18  0.00 0.50   3.01
               UT801  9            AFMa203yf9 18  0.00 0.50   3.01
          AFMa223yc9  9             AFM238vb6 18  0.00 0.50   3.01
          AFMa223yc9  9            AFMb330yg9 18  0.12 0.50   3.79
          AFMa223yc9  9            AFMb331zb1 18  0.12 0.50   3.79
          AFMa223yc9  9            AFMa099zd1 18  0.12 0.50   3.79
          AFMa223yc9  9              GATA8E05 18  0.08 0.50   4.24
          AFMa223yc9  9              ATA24G09 18  0.12 0.50   3.79
          AFMa223yc9  9             AFM199zg7 18  0.12 0.50   3.79
          AFMa223yc9  9            AFMa217wc1 18  0.08 0.50   4.24
          AFMa223yc9  9            AFMb314wc1 18  0.08 0.50   3.93
          AFMa223yc9  9             AFM147yg7 18  0.13 0.50   3.30
          AFMa223yc9  9            AFMa224wb1 18  0.08 0.50   4.24
          AFMa223yc9  9            AFMa083xe5 18  0.12 0.50   3.54
          AFMa223yc9  9                Mfd302 18  0.09 0.50   3.71
          AFMa223yc9  9                GATA13 18  0.08 0.50   4.20
          AFMa223yc9  9            AFMa074yd9 18  0.12 0.50   3.24
